repo,file,line,rule_id,message,verdict
ChatDev,runtime/node/agent/memory/mem0_memory.py,99,EU-AIA-014a,Fully automated high-risk decision — no human oversight,
ChatDev,runtime/node/agent/memory/simple_memory.py,93,EU-AIA-014a,Fully automated high-risk decision — no human oversight,
FastChat,fastchat/llm_judge/common.py,192,EU-AIA-014a,Fully automated high-risk decision — no human oversight,
FastChat,fastchat/llm_judge/common.py,589,EU-AIA-014a,Fully automated high-risk decision — no human oversight,
MetaGPT,examples/android_assistant/run_assistant.py,21,EU-AIA-014a,Fully automated high-risk decision — no human oversight,
MetaGPT,examples/build_customized_multi_agents.py,121,EU-AIA-014a,Fully automated high-risk decision — no human oversight,
autogen,python/packages/agbench/benchmarks/GAIA/Templates/SelectorGroupChat/scenario.py,25,EU-AIA-014a,Fully automated high-risk decision — no human oversight,
autogen,python/packages/agbench/benchmarks/GAIA/Templates/SelectorGroupChat/scenario.py,133,EU-AIA-014a,Fully automated high-risk decision — no human oversight,
babyagi,babyagi/functionz/packs/plugins/harmonic.py,9,EU-AIA-014a,Fully automated high-risk decision — no human oversight,
babyagi,babyagi/functionz/packs/plugins/harmonic.py,38,EU-AIA-014a,Fully automated high-risk decision — no human oversight,
chainlit,backend/chainlit/config.py,368,EU-AIA-014a,Fully automated high-risk decision — no human oversight,
chainlit,backend/chainlit/config.py,720,EU-AIA-014a,Fully automated high-risk decision — no human oversight,
crewAI,lib/cli/src/crewai_cli/deploy/main.py,347,EU-AIA-014a,Fully automated high-risk decision — no human oversight,
crewAI,lib/cli/src/crewai_cli/memory_tui.py,209,EU-AIA-014a,Fully automated high-risk decision — no human oversight,
dspy,dspy/clients/base_lm.py,466,EU-AIA-014a,Fully automated high-risk decision — no human oversight,
dspy,dspy/clients/cache.py,149,EU-AIA-014a,Fully automated high-risk decision — no human oversight,
gpt-researcher,backend/server/app.py,264,EU-AIA-014a,Fully automated high-risk decision — no human oversight,
gpt-researcher,backend/server/websocket_manager.py,53,EU-AIA-014a,Fully automated high-risk decision — no human oversight,
guidance,guidance/_utils.py,371,EU-AIA-014a,Fully automated high-risk decision — no human oversight,
guidance,guidance/library/_gen.py,13,EU-AIA-014a,Fully automated high-risk decision — no human oversight,
haystack,.github/utils/docs_search_sync.py,63,EU-AIA-014a,Fully automated high-risk decision — no human oversight,
haystack,e2e/pipelines/test_evaluation_pipeline.py,137,EU-AIA-014a,Fully automated high-risk decision — no human oversight,
langchain,libs/core/langchain_core/_security/_transport.py,58,EU-AIA-014a,Fully automated high-risk decision — no human oversight,
langchain,libs/core/langchain_core/callbacks/base.py,128,EU-AIA-014a,Fully automated high-risk decision — no human oversight,
litellm,.github/scripts/agent_shin_shared.py,89,EU-AIA-014a,Fully automated high-risk decision — no human oversight,
litellm,.github/scripts/close_low_quality_prs.py,191,EU-AIA-014a,Fully automated high-risk decision — no human oversight,
llama_index,docs/examples/finetuning/embeddings/eval_utils.py,8,EU-AIA-014a,Fully automated high-risk decision — no human oversight,
llama_index,llama-index-core/llama_index/core/base/base_retriever.py,68,EU-AIA-014a,Fully automated high-risk decision — no human oversight,
marvin,examples/slack_search/src/slack_search/server.py,218,EU-AIA-014a,Fully automated high-risk decision — no human oversight,
marvin,examples/slackbot/src/slackbot/github/client.py,41,EU-AIA-014a,Fully automated high-risk decision — no human oversight,
mem0,cli/python/src/mem0_cli/app.py,66,EU-AIA-014a,Fully automated high-risk decision — no human oversight,
mem0,cli/python/src/mem0_cli/app.py,347,EU-AIA-014a,Fully automated high-risk decision — no human oversight,
private-gpt,private_gpt/arq/runner.py,48,EU-AIA-014a,Fully automated high-risk decision — no human oversight,
private-gpt,private_gpt/arq/runner.py,66,EU-AIA-014a,Fully automated high-risk decision — no human oversight,
ragas,examples/gdrive_append_example.py,21,EU-AIA-014a,Fully automated high-risk decision — no human oversight,
ragas,examples/gdrive_append_example.py,98,EU-AIA-014a,Fully automated high-risk decision — no human oversight,
AutoGPT,classic/forge/forge/components/image_gen/image_gen.py,174,EU-AIA-014b,No confidence threshold before acting on model output,
FastChat,fastchat/llm_judge/gen_model_answer.py,74,EU-AIA-014b,No confidence threshold before acting on model output,
FastChat,fastchat/modules/xfastertransformer.py,24,EU-AIA-014b,No confidence threshold before acting on model output,
FastChat,fastchat/serve/dashinfer_worker.py,240,EU-AIA-014b,No confidence threshold before acting on model output,
FastChat,fastchat/serve/huggingface_api.py,16,EU-AIA-014b,No confidence threshold before acting on model output,
MetaGPT,metagpt/ext/sela/runner/autogluon.py,14,EU-AIA-014b,No confidence threshold before acting on model output,
MetaGPT,metagpt/ext/sela/runner/autogluon.py,36,EU-AIA-014b,No confidence threshold before acting on model output,
MetaGPT,metagpt/ext/sela/runner/autosklearn.py,26,EU-AIA-014b,No confidence threshold before acting on model output,
MetaGPT,metagpt/provider/openai_api.py,302,EU-AIA-014b,No confidence threshold before acting on model output,
autogen,python/packages/autogen-studio/autogenstudio/gallery/tools/generate_image.py,13,EU-AIA-014b,No confidence threshold before acting on model output,
crewAI,lib/crewai-tools/src/crewai_tools/tools/dalle_tool/dalle_tool.py,51,EU-AIA-014b,No confidence threshold before acting on model output,
crewAI,lib/crewai/src/crewai/security/security_config.py,45,EU-AIA-014b,No confidence threshold before acting on model output,
crewAI,lib/crewai/tests/project/test_crew_loader.py,488,EU-AIA-014b,No confidence threshold before acting on model output,
crewAI,lib/crewai/tests/security/test_deterministic_fingerprints.py,9,EU-AIA-014b,No confidence threshold before acting on model output,
dspy,dspy/dsp/colbertv2.py,211,EU-AIA-014b,No confidence threshold before acting on model output,
dspy,dspy/dsp/utils/settings.py,216,EU-AIA-014b,No confidence threshold before acting on model output,
dspy,dspy/predict/chain_of_thought.py,36,EU-AIA-014b,No confidence threshold before acting on model output,
dspy,dspy/predict/chain_of_thought.py,51,EU-AIA-014b,No confidence threshold before acting on model output,
haystack,haystack/components/evaluators/sas_evaluator.py,128,EU-AIA-014b,No confidence threshold before acting on model output,
haystack,haystack/components/generators/openai_image_generator.py,146,EU-AIA-014b,No confidence threshold before acting on model output,
haystack,haystack/components/generators/openai_image_generator.py,184,EU-AIA-014b,No confidence threshold before acting on model output,
langchain,libs/core/langchain_core/language_models/chat_models.py,1869,EU-AIA-014b,No confidence threshold before acting on model output,
langchain,libs/core/langchain_core/language_models/llms.py,793,EU-AIA-014b,No confidence threshold before acting on model output,
langchain,libs/core/tests/unit_tests/language_models/llms/test_cache.py,51,EU-AIA-014b,No confidence threshold before acting on model output,
langchain,libs/core/tests/unit_tests/language_models/llms/test_cache.py,90,EU-AIA-014b,No confidence threshold before acting on model output,
litellm,litellm/llms/azure/azure.py,1137,EU-AIA-014b,No confidence threshold before acting on model output,
litellm,litellm/llms/openai/openai.py,1372,EU-AIA-014b,No confidence threshold before acting on model output,
litellm,litellm/llms/openai/openai.py,1435,EU-AIA-014b,No confidence threshold before acting on model output,
llama_index,llama-index-core/llama_index/core/chat_engine/condense_question.py,117,EU-AIA-014b,No confidence threshold before acting on model output,
llama_index,llama-index-core/llama_index/core/indices/common/struct_store/base.py,192,EU-AIA-014b,No confidence threshold before acting on model output,
llama_index,llama-index-core/llama_index/core/indices/common_tree/base.py,140,EU-AIA-014b,No confidence threshold before acting on model output,
marvin,examples/you_have_been_goosed/goose_em.py,64,EU-AIA-014b,No confidence threshold before acting on model output,
marvin,tests/ai/fns/test_classify.py,19,EU-AIA-014b,No confidence threshold before acting on model output,
marvin,tests/ai/fns/test_classify.py,23,EU-AIA-014b,No confidence threshold before acting on model output,
mem0,mem0/reranker/sentence_transformer_reranker.py,52,EU-AIA-014b,No confidence threshold before acting on model output,
private-gpt,private_gpt/components/model_discovery/strategies.py,40,EU-AIA-014b,No confidence threshold before acting on model output,
private-gpt,private_gpt/components/workflows/others/tree_summarize_synthesizer.py,157,EU-AIA-014b,No confidence threshold before acting on model output,
ragas,examples/iterate_prompt/evals.py,69,EU-AIA-014b,No confidence threshold before acting on model output,
ragas,examples/ragas_examples/agent_evals/evals.py,48,EU-AIA-014b,No confidence threshold before acting on model output,
ragas,examples/ragas_examples/benchmark_llm/evals.py,42,EU-AIA-014b,No confidence threshold before acting on model output,
AutoGPT,autogpt_platform/backend/backend/api/features/chat/routes_test.py,1125,EU-AIA-015a,No input validation before LLM call,
AutoGPT,autogpt_platform/backend/backend/api/features/integrations/codex_test.py,84,EU-AIA-015a,No input validation before LLM call,
AutoGPT,autogpt_platform/backend/backend/api/features/integrations/codex_test.py,151,EU-AIA-015a,No input validation before LLM call,
ChatDev,runtime/node/agent/memory/embedding.py,81,EU-AIA-015a,No input validation before LLM call,
ChatDev,runtime/node/agent/providers/openai_provider.py,54,EU-AIA-015a,No input validation before LLM call,
FastChat,fastchat/llm_judge/common.py,407,EU-AIA-015a,No input validation before LLM call,
FastChat,fastchat/llm_judge/common.py,431,EU-AIA-015a,No input validation before LLM call,
FastChat,fastchat/serve/api_provider.py,268,EU-AIA-015a,No input validation before LLM call,
MetaGPT,metagpt/learn/text_to_embedding.py,15,EU-AIA-015a,No input validation before LLM call,
MetaGPT,metagpt/provider/anthropic_api.py,52,EU-AIA-015a,No input validation before LLM call,
MetaGPT,metagpt/provider/anthropic_api.py,60,EU-AIA-015a,No input validation before LLM call,
autogen,python/packages/autogen-agentchat/tests/test_declarative_components.py,105,EU-AIA-015a,No input validation before LLM call,
autogen,python/packages/autogen-ext/src/autogen_ext/agents/azure/_azure_ai_agent.py,865,EU-AIA-015a,No input validation before LLM call,
autogen,python/packages/autogen-ext/src/autogen_ext/agents/openai/_openai_assistant_agent.py,521,EU-AIA-015a,No input validation before LLM call,
crewAI,conftest.py,221,EU-AIA-015a,No input validation before LLM call,
crewAI,conftest.py,315,EU-AIA-015a,No input validation before LLM call,
crewAI,lib/cli/src/crewai_cli/model_catalog.py,211,EU-AIA-015a,No input validation before LLM call,
dspy,dspy/clients/base_lm.py,606,EU-AIA-015a,No input validation before LLM call,
dspy,dspy/clients/base_lm.py,636,EU-AIA-015a,No input validation before LLM call,
dspy,dspy/clients/base_lm.py,802,EU-AIA-015a,No input validation before LLM call,
gpt-engineer,gpt_engineer/applications/cli/main.py,71,EU-AIA-015a,No input validation before LLM call,
gpt-engineer,gpt_engineer/core/ai.py,254,EU-AIA-015a,No input validation before LLM call,
guidance,guidance/models/_azureai.py,33,EU-AIA-015a,No input validation before LLM call,
guidance,guidance/models/_azureai.py,76,EU-AIA-015a,No input validation before LLM call,
haystack,e2e/pipelines/test_evaluation_pipeline.py,175,EU-AIA-015a,No input validation before LLM call,
haystack,haystack/components/embedders/azure_document_embedder.py,39,EU-AIA-015a,No input validation before LLM call,
langchain,libs/core/langchain_core/language_models/_utils.py,140,EU-AIA-015a,No input validation before LLM call,
langchain,libs/core/langchain_core/load/serializable.py,152,EU-AIA-015a,No input validation before LLM call,
litellm,.github/scripts/triage_with_llm.py,640,EU-AIA-015a,No input validation before LLM call,
litellm,cookbook/litellm_router/load_test_proxy.py,79,EU-AIA-015a,No input validation before LLM call,
llama_index,llama-index-core/llama_index/core/base/llms/types.py,399,EU-AIA-015a,No input validation before LLM call,
llama_index,llama-index-core/llama_index/core/base/llms/types.py,517,EU-AIA-015a,No input validation before LLM call,
marvin,src/marvin/beta/observability/openai.py,149,EU-AIA-015a,No input validation before LLM call,
marvin,tests/beta/observability/test_openai.py,99,EU-AIA-015a,No input validation before LLM call,
mem0,examples/misc/movie_recommendation_grok3.py,46,EU-AIA-015a,No input validation before LLM call,
mem0,mem0/configs/embeddings/base.py,14,EU-AIA-015a,No input validation before LLM call,
private-gpt,private_gpt/components/embedding/embedding_component.py,32,EU-AIA-015a,No input validation before LLM call,
private-gpt,private_gpt/components/embedding/factories/openai.py,13,EU-AIA-015a,No input validation before LLM call,
ragas,examples/ragas_examples/agent_evals/agent.py,242,EU-AIA-015a,No input validation before LLM call,
ragas,examples/ragas_examples/agent_evals/agent.py,392,EU-AIA-015a,No input validation before LLM call,
AutoGPT,autogpt_platform/backend/backend/util/cache.py,252,EU-AIA-015b,Unsafe model deserialization (pickle/joblib),
FastChat,fastchat/model/apply_delta.py,37,EU-AIA-015b,Unsafe model deserialization (pickle/joblib),
FastChat,fastchat/model/apply_delta.py,90,EU-AIA-015b,Unsafe model deserialization (pickle/joblib),
FastChat,fastchat/model/apply_delta.py,97,EU-AIA-015b,Unsafe model deserialization (pickle/joblib),
FastChat,fastchat/model/apply_delta.py,102,EU-AIA-015b,Unsafe model deserialization (pickle/joblib),
FastChat,fastchat/model/compression.py,189,EU-AIA-015b,Unsafe model deserialization (pickle/joblib),
FastChat,fastchat/serve/monitor/monitor.py,929,EU-AIA-015b,Unsafe model deserialization (pickle/joblib),
FastChat,fastchat/serve/monitor/summarize_cluster.py,33,EU-AIA-015b,Unsafe model deserialization (pickle/joblib),
FastChat,fastchat/serve/monitor/topic_clustering.py,255,EU-AIA-015b,Unsafe model deserialization (pickle/joblib),
FastChat,fastchat/utils.py,221,EU-AIA-015b,Unsafe model deserialization (pickle/joblib),
FastChat,fastchat/utils.py,227,EU-AIA-015b,Unsafe model deserialization (pickle/joblib),
MetaGPT,metagpt/environment/android/text_icon_localization.py,266,EU-AIA-015b,Unsafe model deserialization (pickle/joblib),
MetaGPT,metagpt/ext/sela/search/tree_search.py,154,EU-AIA-015b,Unsafe model deserialization (pickle/joblib),
MetaGPT,metagpt/ext/sela/search/tree_search.py,486,EU-AIA-015b,Unsafe model deserialization (pickle/joblib),
MetaGPT,metagpt/utils/serialize.py,75,EU-AIA-015b,Unsafe model deserialization (pickle/joblib),
autogen,python/packages/autogen-ext/src/autogen_ext/experimental/task_centric_memory/_memory_bank.py,82,EU-AIA-015b,Unsafe model deserialization (pickle/joblib),
autogen,python/packages/autogen-ext/src/autogen_ext/experimental/task_centric_memory/_string_similarity_map.py,48,EU-AIA-015b,Unsafe model deserialization (pickle/joblib),
chainlit,cypress/e2e/data_layer/main.py,82,EU-AIA-015b,Unsafe model deserialization (pickle/joblib),
crewAI,lib/crewai/src/crewai/utilities/file_handler.py,166,EU-AIA-015b,Unsafe model deserialization (pickle/joblib),
dspy,dspy/clients/cache.py,216,EU-AIA-015b,Unsafe model deserialization (pickle/joblib),
dspy,dspy/dsp/utils/settings.py,318,EU-AIA-015b,Unsafe model deserialization (pickle/joblib),
dspy,dspy/primitives/base_module.py,277,EU-AIA-015b,Unsafe model deserialization (pickle/joblib),
dspy,dspy/utils/saving.py,61,EU-AIA-015b,Unsafe model deserialization (pickle/joblib),
dspy,tests/callback/test_callback.py,85,EU-AIA-015b,Unsafe model deserialization (pickle/joblib),
dspy,tests/callback/test_callback.py,86,EU-AIA-015b,Unsafe model deserialization (pickle/joblib),
dspy,tests/callback/test_optimizer_callback.py,241,EU-AIA-015b,Unsafe model deserialization (pickle/joblib),
dspy,tests/signatures/test_signature.py,622,EU-AIA-015b,Unsafe model deserialization (pickle/joblib),
dspy,tests/signatures/test_signature.py,638,EU-AIA-015b,Unsafe model deserialization (pickle/joblib),
gpt-researcher,gpt_researcher/scraper/browser/browser.py,140,EU-AIA-015b,Unsafe model deserialization (pickle/joblib),
langchain,libs/core/tests/unit_tests/test_tools.py,4688,EU-AIA-015b,Unsafe model deserialization (pickle/joblib),
langchain,libs/core/tests/unit_tests/test_tools.py,4691,EU-AIA-015b,Unsafe model deserialization (pickle/joblib),
llama_index,llama-index-core/tests/indices/vector_store/test_simple.py,301,EU-AIA-015b,Unsafe model deserialization (pickle/joblib),
llama_index,llama-index-core/tests/memory/test_chat_memory_buffer.py,226,EU-AIA-015b,Unsafe model deserialization (pickle/joblib),
llama_index,llama-index-core/tests/memory/test_chat_summary_memory_buffer.py,439,EU-AIA-015b,Unsafe model deserialization (pickle/joblib),
llama_index,llama-index-core/tests/objects/test_node_mapping.py,129,EU-AIA-015b,Unsafe model deserialization (pickle/joblib),
llama_index,llama-index-integrations/embeddings/llama-index-embeddings-adapter/llama_index/embeddings/adapter/utils.py,52,EU-AIA-015b,Unsafe model deserialization (pickle/joblib),
llama_index,llama-index-integrations/indices/llama-index-indices-managed-bge-m3/llama_index/indices/managed/bge_m3/base.py,157,EU-AIA-015b,Unsafe model deserialization (pickle/joblib),
llama_index,llama-index-integrations/vector_stores/llama-index-vector-stores-txtai/llama_index/vector_stores/txtai/base.py,126,EU-AIA-015b,Unsafe model deserialization (pickle/joblib),
private-gpt,private_gpt/components/cache/cache_service.py,102,EU-AIA-015b,Unsafe model deserialization (pickle/joblib),
private-gpt,private_gpt/components/readers/nodes/v2/document_node_v2.py,45,EU-AIA-015b,Unsafe model deserialization (pickle/joblib),
AutoGPT,autogpt_platform/backend/backend/api/utils/api_key_auth_test.py,443,EU-AIA-015c,API key or secret hardcoded in source,
AutoGPT,autogpt_platform/backend/backend/blocks/slack/slack_test.py,115,EU-AIA-015c,API key or secret hardcoded in source,
AutoGPT,autogpt_platform/backend/backend/blocks/test/test_http.py,298,EU-AIA-015c,API key or secret hardcoded in source,
AutoGPT,autogpt_platform/backend/backend/blocks/test/test_http.py,336,EU-AIA-015c,API key or secret hardcoded in source,
ChatDev,tests/test_mem0_memory.py,14,EU-AIA-015c,API key or secret hardcoded in source,
MetaGPT,metagpt/const.py,120,EU-AIA-015c,API key or secret hardcoded in source,
MetaGPT,tests/metagpt/learn/test_google_search.py,19,EU-AIA-015c,API key or secret hardcoded in source,
MetaGPT,tests/metagpt/provider/mock_llm_config.py,13,EU-AIA-015c,API key or secret hardcoded in source,
MetaGPT,tests/metagpt/provider/mock_llm_config.py,24,EU-AIA-015c,API key or secret hardcoded in source,
autogen,python/packages/autogen-agentchat/tests/test_declarative_components.py,109,EU-AIA-015c,API key or secret hardcoded in source,
autogen,python/packages/autogen-core/tests/test_model_context.py,165,EU-AIA-015c,API key or secret hardcoded in source,
autogen,python/packages/autogen-ext/src/autogen_ext/agents/openai/_openai_assistant_agent.py,145,EU-AIA-015c,API key or secret hardcoded in source,
autogen,python/packages/autogen-ext/src/autogen_ext/models/anthropic/_anthropic_client.py,1211,EU-AIA-015c,API key or secret hardcoded in source,
chainlit,backend/tests/data/test_literalai.py,48,EU-AIA-015c,API key or secret hardcoded in source,
crewAI,lib/cli/tests/deploy/test_deploy_main.py,228,EU-AIA-015c,API key or secret hardcoded in source,
crewAI,lib/cli/tests/test_plus_api.py,10,EU-AIA-015c,API key or secret hardcoded in source,
crewAI,lib/crewai-tools/src/crewai_tools/tools/merge_agent_handler_tool/merge_agent_handler_tool.py,69,EU-AIA-015c,API key or secret hardcoded in source,
dspy,tests/clients/test_lm.py,1418,EU-AIA-015c,API key or secret hardcoded in source,
dspy,tests/predict/test_predict.py,518,EU-AIA-015c,API key or secret hardcoded in source,
gpt-researcher,tests/test_mcp.py,86,EU-AIA-015c,API key or secret hardcoded in source,
gpt-researcher,tests/test_mcp.py,87,EU-AIA-015c,API key or secret hardcoded in source,
haystack,haystack/telemetry/_telemetry.py,56,EU-AIA-015c,API key or secret hardcoded in source,
haystack,test/token_counters/test_openai_counter.py,57,EU-AIA-015c,API key or secret hardcoded in source,
langchain,libs/langchain_v1/tests/unit_tests/agents/middleware/implementations/test_pii.py,649,EU-AIA-015c,API key or secret hardcoded in source,
langchain,libs/langchain_v1/tests/unit_tests/agents/test_injected_runtime_create_agent.py,835,EU-AIA-015c,API key or secret hardcoded in source,
langchain,libs/langchain_v1/tests/unit_tests/chat_models/test_chat_models.py,128,EU-AIA-015c,API key or secret hardcoded in source,
litellm,cookbook/litellm-ollama-docker-image/test.py,6,EU-AIA-015c,API key or secret hardcoded in source,
litellm,cookbook/litellm_proxy_server/braintrust_prompt_wrapper_server.py,12,EU-AIA-015c,API key or secret hardcoded in source,
litellm,cookbook/nova_sonic_realtime.py,36,EU-AIA-015c,API key or secret hardcoded in source,
llama_index,llama-index-core/tests/llms/test_callbacks.py,126,EU-AIA-015c,API key or secret hardcoded in source,
llama_index,llama-index-core/tests/llms/test_callbacks.py,136,EU-AIA-015c,API key or secret hardcoded in source,
llama_index,llama-index-core/tests/voice_agents/test_subclasses.py,149,EU-AIA-015c,API key or secret hardcoded in source,
mem0,cli/python/src/mem0_cli/telemetry.py,22,EU-AIA-015c,API key or secret hardcoded in source,
mem0,cli/python/tests/conftest.py,144,EU-AIA-015c,API key or secret hardcoded in source,
mem0,cli/python/tests/test_commands.py,999,EU-AIA-015c,API key or secret hardcoded in source,
private-gpt,tests/server/chat/anthropic/test_langchain_anthropic.py,833,EU-AIA-015c,API key or secret hardcoded in source,
private-gpt,tests/server/chat/anthropic/test_langchain_anthropic.py,838,EU-AIA-015c,API key or secret hardcoded in source,
ragas,examples/ragas_examples/improve_rag/evals.py,190,EU-AIA-015c,API key or secret hardcoded in source,
ragas,examples/ragas_examples/rag_eval/rag.py,464,EU-AIA-015c,API key or secret hardcoded in source,
ragas,examples/ragas_examples/text2sql/__init__.py,20,EU-AIA-015c,API key or secret hardcoded in source,
AutoGPT,autogpt_platform/backend/backend/api/features/store/image_gen.py,28,EU-AIA-050a,AI-generated content not labeled,
AutoGPT,autogpt_platform/backend/backend/api/features/store/routes.py,527,EU-AIA-050a,AI-generated content not labeled,
AutoGPT,autogpt_platform/backend/backend/blocks/ai_image_generator_block.py,219,EU-AIA-050a,AI-generated content not labeled,
AutoGPT,autogpt_platform/backend/backend/blocks/ai_image_generator_block.py,341,EU-AIA-050a,AI-generated content not labeled,
AutoGPT,autogpt_platform/backend/backend/blocks/block_cost_tracking_test.py,435,EU-AIA-050a,AI-generated content not labeled,
AutoGPT,autogpt_platform/backend/backend/blocks/block_cost_tracking_test.py,468,EU-AIA-050a,AI-generated content not labeled,
ChatDev,runtime/node/agent/providers/openai_provider.py,626,EU-AIA-050a,AI-generated content not labeled,
ChatDev,runtime/node/agent/providers/openai_provider.py,708,EU-AIA-050a,AI-generated content not labeled,
MetaGPT,examples/dalle_gpt4v_agent.py,21,EU-AIA-050a,AI-generated content not labeled,
MetaGPT,examples/dalle_gpt4v_agent.py,43,EU-AIA-050a,AI-generated content not labeled,
MetaGPT,metagpt/learn/text_to_image.py,20,EU-AIA-050a,AI-generated content not labeled,
MetaGPT,metagpt/learn/text_to_speech.py,18,EU-AIA-050a,AI-generated content not labeled,
MetaGPT,metagpt/provider/azure_openai_api.py,23,EU-AIA-050a,AI-generated content not labeled,
autogen,python/packages/autogen-ext/src/autogen_ext/agents/openai/_openai_agent.py,391,EU-AIA-050a,AI-generated content not labeled,
autogen,python/packages/autogen-ext/src/autogen_ext/agents/openai/_openai_agent.py,435,EU-AIA-050a,AI-generated content not labeled,
autogen,python/packages/autogen-ext/tests/agents/test_openai_agent_builtin_tool_validation.py,89,EU-AIA-050a,AI-generated content not labeled,
autogen,python/packages/autogen-ext/tests/agents/test_openai_agent_builtin_tool_validation.py,161,EU-AIA-050a,AI-generated content not labeled,
autogen,python/packages/autogen-ext/tests/agents/test_openai_agent_builtin_tool_validation.py,217,EU-AIA-050a,AI-generated content not labeled,
dspy,dspy/clients/openai_format.py,666,EU-AIA-050a,AI-generated content not labeled,
gpt-researcher,gpt_researcher/agent.py,331,EU-AIA-050a,AI-generated content not labeled,
gpt-researcher,gpt_researcher/llm_provider/image/image_generator.py,101,EU-AIA-050a,AI-generated content not labeled,
gpt-researcher,gpt_researcher/llm_provider/image/image_generator.py,225,EU-AIA-050a,AI-generated content not labeled,
gpt-researcher,gpt_researcher/llm_provider/image/image_generator.py,268,EU-AIA-050a,AI-generated content not labeled,
gpt-researcher,gpt_researcher/llm_provider/image/image_generator.py,351,EU-AIA-050a,AI-generated content not labeled,
langchain,libs/core/langchain_core/messages/block_translators/openai.py,291,EU-AIA-050a,AI-generated content not labeled,
langchain,libs/core/langchain_core/messages/block_translators/openai.py,656,EU-AIA-050a,AI-generated content not labeled,
langchain,libs/core/langchain_core/messages/block_translators/openai.py,659,EU-AIA-050a,AI-generated content not labeled,
langchain,libs/core/tests/unit_tests/messages/block_translators/test_openai.py,13,EU-AIA-050a,AI-generated content not labeled,
langchain,libs/partners/openai/langchain_openai/chat_models/_compat.py,81,EU-AIA-050a,AI-generated content not labeled,
litellm,cookbook/veo_video_generation.py,41,EU-AIA-050a,AI-generated content not labeled,
litellm,cookbook/veo_video_generation.py,220,EU-AIA-050a,AI-generated content not labeled,
litellm,enterprise/enterprise_hooks/banned_keywords.py,68,EU-AIA-050a,AI-generated content not labeled,
litellm,enterprise/litellm_enterprise/enterprise_callbacks/llm_guard.py,119,EU-AIA-050a,AI-generated content not labeled,
litellm,enterprise/litellm_enterprise/enterprise_callbacks/secret_detection.py,467,EU-AIA-050a,AI-generated content not labeled,
llama_index,llama-index-core/llama_index/core/base/base_multi_modal_retriever.py,25,EU-AIA-050a,AI-generated content not labeled,
llama_index,llama-index-core/llama_index/core/base/base_multi_modal_retriever.py,58,EU-AIA-050a,AI-generated content not labeled,
llama_index,llama-index-core/llama_index/core/image_retriever.py,13,EU-AIA-050a,AI-generated content not labeled,
llama_index,llama-index-core/llama_index/core/image_retriever.py,29,EU-AIA-050a,AI-generated content not labeled,
llama_index,llama-index-core/llama_index/core/image_retriever.py,71,EU-AIA-050a,AI-generated content not labeled,
mem0,examples/misc/voice_assistant_elevenlabs.py,196,EU-AIA-050a,AI-generated content not labeled,
AutoGPT,autogpt_platform/backend/backend/blocks/nvidia/deepfake.py,18,EU-AIA-050b,Deepfake or synthetic media without disclosure,
AutoGPT,autogpt_platform/backend/backend/blocks/nvidia/deepfake.py,22,EU-AIA-050b,Deepfake or synthetic media without disclosure,
AutoGPT,autogpt_platform/backend/backend/blocks/nvidia/deepfake.py,36,EU-AIA-050b,Deepfake or synthetic media without disclosure,
AutoGPT,autogpt_platform/backend/backend/blocks/nvidia/deepfake.py,37,EU-AIA-050b,Deepfake or synthetic media without disclosure,
AutoGPT,autogpt_platform/backend/backend/blocks/nvidia/deepfake.py,43,EU-AIA-050b,Deepfake or synthetic media without disclosure,
AutoGPT,autogpt_platform/backend/backend/blocks/nvidia/deepfake.py,45,EU-AIA-050b,Deepfake or synthetic media without disclosure,
AutoGPT,autogpt_platform/backend/backend/blocks/nvidia/deepfake.py,46,EU-AIA-050b,Deepfake or synthetic media without disclosure,
AutoGPT,autogpt_platform/backend/backend/blocks/nvidia/deepfake.py,52,EU-AIA-050b,Deepfake or synthetic media without disclosure,
AutoGPT,autogpt_platform/backend/backend/blocks/nvidia/deepfake.py,74,EU-AIA-050b,Deepfake or synthetic media without disclosure,
AutoGPT,autogpt_platform/backend/backend/blocks/nvidia/deepfake.py,76,EU-AIA-050b,Deepfake or synthetic media without disclosure,
AutoGPT,autogpt_platform/backend/backend/blocks/nvidia/deepfake.py,79,EU-AIA-050b,Deepfake or synthetic media without disclosure,
AutoGPT,autogpt_platform/backend/backend/blocks/nvidia/deepfake.py,91,EU-AIA-050b,Deepfake or synthetic media without disclosure,
AutoGPT,autogpt_platform/backend/backend/copilot/tools/helpers_test.py,394,EU-AIA-050b,Deepfake or synthetic media without disclosure,
AutoGPT,autogpt_platform/backend/backend/copilot/tools/helpers_test.py,395,EU-AIA-050b,Deepfake or synthetic media without disclosure,
AutoGPT,autogpt_platform/backend/backend/copilot/tools/helpers_test.py,398,EU-AIA-050b,Deepfake or synthetic media without disclosure,
AutoGPT,autogpt_platform/backend/backend/copilot/tools/helpers_test.py,399,EU-AIA-050b,Deepfake or synthetic media without disclosure,
AutoGPT,autogpt_platform/backend/backend/data/block_cost_config.py,56,EU-AIA-050b,Deepfake or synthetic media without disclosure,
AutoGPT,autogpt_platform/backend/backend/data/block_cost_config.py,954,EU-AIA-050b,Deepfake or synthetic media without disclosure,
crewAI,lib/crewai/tests/tools/agent_tools/test_agent_tools.py,85,EU-AIA-050b,Deepfake or synthetic media without disclosure,
